movieId	stats
131100	1,3.50
131102	1,3.00
131104	1,3.00
131106	1,3.00
131108	1,3.00
131110	1,3.00
131112	1,3.50
131114	1,3.50
131116	1,3.50
131118	1,3.50
131120	1,3.50
131122	1,3.50
131124	1,3.50
131126	1,3.50
131128	1,3.50
131130	1,3.50
131132	1,3.50
131134	1,3.50
131136	1,3.50
131138	1,3.50
131140	1,4.00
131142	1,4.00
131144	1,4.00
131146	1,4.00
131148	1,4.00
131150	1,4.00
131152	1,0.50
131154	1,3.50
131156	1,4.00
131158	2,4.00
131160	1,4.00
131162	1,2.00
131164	1,4.00
131166	1,4.00
131168	1,3.50
131170	1,3.50
131172	1,1.00
131174	1,3.50
131176	1,4.50
131180	1,2.50
1312	330,3.52
131231	1,3.50
131237	1,3.00
131239	1,4.00
131241	1,4.00
131243	1,4.00
131248	1,4.00
131250	1,4.00
131252	1,4.00
131254	1,4.00
131256	1,4.00
131258	1,2.50
131260	1,3.00
131262	1,4.00
1313	107,2.82
1314	44,3.23
1315	65,3.37
1316	48,3.40
1317	322,3.20
1318	171,3.37
1319	24,2.98
132	2123,2.77
1320	13401,3.09
1321	7476,3.56
1322	283,1.70
1323	424,1.60
1324	232,1.76
1325	272,1.69
1326	581,1.97
1327	3021,2.91
1328	266,1.82
1329	348,2.75
133	19,2.61
1330	921,2.81
1331	397,2.91
1332	733,3.02
1333	11160,3.75
1334	2769,3.12
1335	207,1.93
1336	450,2.30
1337	670,3.48
1339	10022,3.43
134	36,3.65
1340	2231,3.74
1341	383,2.87
1342	3289,2.95
1343	9141,3.54
1344	4414,3.79
1345	8569,3.45
1346	1708,3.01
1347	7450,3.27
1348	3741,3.90
1349	119,3.20
135	6305,3.00
1350	5420,3.56
1351	396,3.04
1352	772,3.01
1353	2129,3.18
1354	3793,3.84
1355	785,3.11
1356	19324,3.66
1357	8043,3.87
1358	13451,4.02
1359	3463,2.57
136	102,3.55
1360	53,3.22
1361	1591,4.08
1363	1680,3.10
1364	91,3.48
1365	1139,3.84
1366	1960,3.40
1367	8581,3.08
1368	41,3.33
1369	95,3.37
137	226,3.29
1370	15579,3.42
1371	9758,3.08
1372	10862,3.30
1373	7427,2.83
1374	15893,3.70
1375	10813,3.25
1376	13098,3.49
1377	12841,3.09
1378	6755,3.29
1379	3010,2.97
138	137,3.28
1380	15630,3.31
1381	3670,1.96
1382	998,2.74
1383	142,2.31
1384	127,3.64
1385	6053,3.13
1386	29,2.59
1387	22168,3.81
1388	4501,2.58
1389	1965,1.85
139	41,3.07
1390	1623,3.26
1391	17230,2.96
1392	1728,3.63
1393	22319,3.62
1394	15483,3.89
1395	2269,3.37
1396	12385,3.64
1397	615,3.56
1398	833,3.15
1399	1456,3.42
14	6022,3.43
140	5073,3.29
1400	32,3.28
1401	1483,3.54
1404	645,3.23
1405	8752,2.97
1406	350,3.60
1407	16067,3.28
1408	12419,3.72
1409	5998,3.06
141	22020,3.51
1410	751,3.03
1411	5968,3.79
1412	278,3.74
1413	373,3.55
1414	1648,3.44
1415	271,3.56
1416	5017,3.16
1417	753,3.09
1419	1356,3.88
142	41,3.06
1420	81,3.64
1421	194,3.03
1422	2820,3.06
1423	186,3.82
1424	25,2.88
1425	2125,3.21
1426	245,2.62
1427	769,2.58
1428	324,3.44
1429	3431,3.30
143	14,2.14
1430	200,3.19
1431	2931,2.57
1432	1308,2.87
1433	67,2.19
1434	60,3.07
1436	68,2.97
1437	317,3.67
1438	5933,2.82
1439	335,2.31
144	4505,3.48
1440	727,2.79
1441	5970,3.54
1442	710,3.35
1443	23,3.20
1444	135,3.43
1445	1290,2.32
1446	2237,4.01
1447	599,3.28
1448	50,3.29
1449	5957,3.94
145	11975,3.25
1450	284,3.73
1453	1560,2.43
1454	755,3.20
1455	176,3.08
1456	525,2.24
1457	2747,3.11
1458	224,3.04
1459	3555,3.34
146	580,2.91
1460	786,2.60
1461	2483,2.77
1462	20,2.45
1463	354,3.09
1464	4022,3.67
1465	999,3.52
1466	10585,3.80
1467	28,2.82
1468	1146,2.59
147	4118,3.58
1470	53,3.23
1471	91,3.37
1472	400,3.04
1473	231,2.93
1474	1755,2.52
1475	779,3.08
1476	5779,3.37
1477	352,3.30
1479	7896,3.16
148	357,2.89
1480	1921,3.26
1482	511,3.39
1483	2641,3.06
1484	1034,3.70
1485	16832,3.22
1486	87,3.37
1487	1608,3.10
1488	3452,3.03
1489	393,2.96
149	1091,3.69
1490	320,1.97
1493	219,3.42
1495	715,1.39
1496	346,3.23
1497	705,2.28
1498	1223,3.20
1499	5781,2.08
15	2910,2.72
150	47777,3.87
1500	14487,3.75
1501	191,2.50
1502	246,3.33
1503	1287,2.62
1504	137,3.45
1507	372,3.41
1508	202,3.29
1509	189,3.44
151	12616,3.54
1510	23,2.70
1511	153,3.42
1513	8252,2.95
1514	132,2.98
1515	3577,2.65
1516	464,3.47
1517	22074,3.44
1518	3056,3.31
1519	120,3.25
152	651,3.10
1520	144,2.75
1522	36,2.60
1523	351,2.86
1524	20,2.43
1525	335,2.43
1526	777,2.51
1527	27660,3.71
1528	28,2.86
1529	234,3.35
153	32867,2.89
1531	72,3.33
1532	62,2.41
1533	311,3.74
1534	86,3.50
1535	751,3.52
1537	3876,3.95
1538	122,2.41
1539	279,3.10
154	3010,3.80
1541	2118,3.11
1542	2152,3.57
1543	72,3.04
1544	14530,2.95
1545	624,3.86
1546	407,3.63
1547	259,3.23
1548	38,3.08
1549	129,3.00
155	1276,3.41
1550	686,2.76
1551	311,2.57
1552	14110,3.18
1553	32,3.25
1554	1307,3.51
1555	68,3.49
1556	5326,1.91
1557	18,3.03
1558	32,2.66
1559	9,2.78
156	1663,3.53
1561	40,2.91
1562	9144,2.18
1563	216,3.35
1564	270,3.60
1565	244,2.86
1566	5024,3.32
1567	78,2.95
1568	6,2.83
1569	9955,3.28
157	2596,2.78
1570	305,3.13
1571	459,3.64
1572	585,3.82
1573	18460,3.33
1574	116,3.02
1575	151,3.48
1577	35,3.56
1578	19,2.66
1579	33,3.06
158	12625,2.93
1580	35580,3.56
1581	610,2.79
1582	477,3.05
1583	244,2.72
1584	19874,3.65
1585	207,3.34
1586	6692,2.92
1587	6713,3.22
1588	3983,2.71
1589	5044,3.29
159	2366,3.42
1590	6687,2.89
1591	5255,2.62
1592	1375,2.33
1593	1583,2.89
1594	2552,3.68
1595	941,1.71
1596	481,3.41
1597	10362,3.32
1598	893,2.88
1599	519,1.67
16	17394,3.79
160	14965,2.60
1600	671,2.83
1601	637,2.87
1602	424,2.00
1603	3072,2.77
1604	758,2.91
1605	893,2.61
1606	855,2.33
1608	14169,3.31
1609	696,3.00
161	23628,3.74
1610	21349,3.86
1611	2528,3.41
1612	443,3.21
1613	253,3.13
1614	4529,3.16
1615	2405,3.48
1616	3890,3.02
1617	26836,4.08
1619	4702,3.41
162	5995,4.01
1620	4404,3.36
1621	656,3.23
1622	57,2.48
1623	1019,2.46
1624	467,3.00
1625	15373,3.84
1626	747,2.43
1627	2562,3.14
1628	39,2.62
1629	912,3.23
163	14321,3.45
1630	18,2.42
1631	480,3.44
1632	172,2.40
1633	2400,3.67
1635	5570,3.80
1636	78,2.49
1639	13933,3.64
164	4435,3.46
1640	502,2.68
1641	15323,3.71
1642	693,3.07
1643	2624,3.86
1644	7418,2.48
1645	11458,3.48
1646	795,2.73
1647	677,2.75
1648	1560,3.54
1649	1473,3.88
165	33940,3.49
1650	426,3.43
1651	145,3.06
1652	74,2.97
1653	18573,3.77
1654	625,3.27
1655	679,2.54
1656	127,3.10
1657	153,3.35
1658	1804,3.18
1659	92,2.96
166	650,2.79
1660	1234,3.55
1661	611,3.10
1662	209,2.85
1663	8001,3.68
1664	64,3.28
1665	3208,2.76
1666	138,2.61
1667	1058,2.83
1668	290,2.83
1669	310,3.43
167	79,3.16
1670	719,3.51
1671	253,3.12
1672	3807,3.59
1673	13491,3.69
1674	11164,3.85
1675	118,3.19
1676	15341,3.21
1677	168,2.64
1678	4495,3.71
1679	180,1.84
168	12084,3.08
1680	6854,3.55
1681	2023,2.02
1682	24372,3.80
1683	1893,3.69
1684	609,3.53
1685	83,2.96
1686	953,3.13
1687	4572,3.15
1688	3676,3.40
1689	1985,3.19
169	3358,2.28
1690	10932,3.01
1692	114,2.54
1693	4765,3.59
1694	3026,3.70
1695	200,3.53
1696	251,3.51
1697	22,2.34
1698	49,2.74
1699	1163,3.63
17	20667,3.97
170	7875,3.20
1701	3058,3.45
1702	3849,2.55
1703	676,2.71
1704	28324,4.03
1705	14,2.32
1706	13,1.88
1707	2697,1.82
1708	15,1.90
1709	19,2.53
171	1427,3.60
1710	22,2.05
1711	4712,3.25
1713	2267,2.87
1714	36,2.43
1715	93,2.52
1716	28,2.68
1717	6872,2.75
1718	46,2.95
1719	3756,4.00
172	12706,2.73
1720	57,2.19
1721	32238,3.34
1722	11907,3.23
1723	54,2.77
1724	33,2.94
1725	142,3.51
1726	1994,2.90
1727	2181,3.16
1728	231,3.44
1729	11557,3.69
173	14993,2.54
1730	1754,3.68
1731	749,1.84
1732	20725,3.94
1733	550,3.27
1734	1854,3.95
1735	2924,3.25
1738	14,2.32
1739	623,1.55
174	2124,2.46
1740	14,2.39
1742	26,2.25
1743	53,3.41
1744	477,2.48
1746	390,2.73
1747	10608,3.51
1748	11759,3.80
1749	94,3.16
175	4801,3.51
1750	353,2.22
1752	1700,2.75
1753	2358,3.28
1754	3738,3.49
1755	633,3.50
1756	476,2.71
1757	449,3.85
1759	371,3.77
176	2363,3.85
1760	2658,1.77
1762	1428,2.75
1764	12,2.83
1765	22,2.34
1767	217,3.19
1768	37,3.35
1769	2702,3.10
177	2314,2.89
1770	205,2.87
1771	352,2.69
1772	2803,2.55
1773	108,3.20
1774	13,2.27
1776	14,2.18
1777	13384,3.41
1779	5972,2.82
178	500,3.39
1780	135,3.20
1781	8,2.38
1782	36,2.93
1783	1285,2.89
1784	21684,3.79
1785	1280,3.45
1787	22,3.27
1788	683,3.78
1789	14,2.36
179	1229,2.75
1791	497,2.97
1792	4464,3.21
1793	121,2.67
1794	1218,3.51
1795	54,3.05
1796	37,2.59
1797	1859,3.90
1798	303,2.50
1799	2199,3.56
18	5203,3.37
180	8400,3.59
1801	5857,3.08
1804	762,2.93
1805	7494,3.22
1806	1018,2.83
1807	159,3.16
1809	1046,3.96
181	2655,1.93
1810	3916,3.49
1811	82,3.26
1812	217,3.16
1814	236,3.40
1815	9,2.72
1816	713,2.85
1817	87,2.79
1819	19,3.47
182	697,3.09
1820	61,3.00
1821	1628,3.16
1822	169,1.89
1824	487,3.06
1825	202,2.68
1826	419,1.16
1827	1022,3.78
1829	278,3.09
183	614,3.36
1830	11,2.82
1831	7463,2.58
1832	48,2.63
1833	2389,3.02
1834	4521,3.88
1835	4823,3.26
1836	1533,3.30
1837	488,2.61
1839	522,2.26
184	328,3.10
1840	1586,3.36
1841	750,2.96
1842	23,2.85
1843	39,2.42
1844	637,3.84
1845	2417,3.71
1846	306,3.53
1848	1457,3.03
1849	49,2.31
185	24618,3.11
1850	104,2.98
1851	14,2.75
1852	13,2.96
1853	160,1.96
1854	403,2.96
1855	796,2.28
1856	597,3.08
1857	230,2.96
1858	1286,3.15
1859	375,3.64
186	11222,2.89
1860	503,3.85
1861	104,3.23
1862	2061,2.10
1863	1033,2.24
1864	109,2.45
1865	406,3.45
1866	1703,3.03
1867	261,2.09
1869	444,2.31
187	943,3.45
1870	384,3.31
1871	70,3.36
1872	73,3.16
1873	2702,3.73
1874	184,3.18
1875	1054,3.36
1876	11639,2.95
1877	47,2.57
1878	143,2.01
1879	242,3.50
188	2498,3.34
1880	283,3.56
1881	603,2.78
1882	7373,2.35
1883	5085,3.35
1884	7852,3.73
1885	4349,3.62
1886	73,2.03
1887	560,2.62
1888	2953,2.92
1889	1621,3.58
189	336,3.00
1890	65,2.82
1891	101,2.44
1892	4181,3.36
1893	185,3.67
1894	4913,2.82
1895	3140,3.20
1896	274,3.11
1897	1044,3.56
1898	113,3.19
1899	87,3.02
19	20938,2.61
190	960,3.57
1900	712,4.02
1901	72,3.31
1902	281,3.30
1903	57,2.78
1904	936,3.54
1905	46,2.65
1906	249,3.10
1907	7941,3.65
1908	42,2.62
1909	11469,3.33
191	1664,2.68
1910	310,3.44
1911	6762,2.71
1912	7885,3.69
1913	1742,3.75
1914	2727,3.82
1915	32,2.66
1916	2978,3.63
1917	21103,2.96
1918	8505,3.10
1919	868,3.13
192	81,3.02
1920	3731,2.81
1921	9204,3.74
1922	229,3.27
1923	24582,3.55
1924	2304,2.63
1925	323,3.72
1926	182,3.17
1927	2600,3.95
1928	162,3.08
1929	735,3.75
193	7464,2.23
1930	72,2.83
1931	1901,3.92
1932	283,3.35
1933	206,3.50
1934	861,3.92
1935	920,3.85
1936	731,3.76
1937	551,3.57
1938	1090,3.86
1939	1834,4.11
194	5937,3.85
1940	708,3.75
1941	834,3.76
1942	917,3.92
1943	532,3.22
1944	2941,3.95
1945	5644,4.16
1946	1299,3.91
1947	8492,3.78
1948	1324,3.79
1949	2123,4.13
195	3242,3.09
1950	3449,4.07
1951	2174,3.65
1952	6302,4.00
1953	8571,3.96
1954	14865,3.73
1955	4900,3.73
1956	4370,3.89
1957	6721,3.73
1958	5079,3.64
1959	5016,3.63
196	13628,2.85
1960	7078,3.85
1961	24591,3.90
1962	8317,3.72
1963	2314,3.94
1964	2284,3.79
1965	6176,3.60
1966	1656,3.80
1967	8305,3.63
1968	21158,3.83
1969	2176,2.41
197	110,3.07
1970	2333,2.65
1971	1743,2.38
1972	1416,2.20
1973	1358,2.27
1974	3825,2.87
1975	1674,2.42
1976	1350,2.12
1977	1246,2.19
1978	1107,1.99
1979	1191,2.09
198	9143,3.42
1980	1024,1.98
1981	1192,1.76
1982	6325,3.55
1983	1626,2.77
1984	1060,1.92
1985	974,2.34
1986	915,2.14
1987	600,2.46
1988	305,2.08
1989	182,1.55
199	1516,3.78
1990	152,1.43
1991	2286,2.78
1992	1189,2.25
1993	956,1.99
1994	9026,3.52
1995	1485,2.47
1996	1107,2.01
1997	13359,3.74
1998	1022,1.92
1999	1049,2.62
2	22243,3.21
20	4084,2.88
200	339,2.84
2000	17620,3.69
2001	13080,3.31
2002	8832,3.18
2003	11200,3.24
2004	4571,2.71
2005	10401,3.61
2006	12999,3.31
2007	400,2.74
2008	103,2.60
2009	4080,3.50
201	365,3.03
2010	5437,3.99
2011	19446,3.45
2012	19724,3.25
2013	5171,3.31
2014	1848,3.07
2015	2512,3.38
2016	854,2.60
2017	1004,2.96
2018	7257,3.53
2019	11611,4.27
202	389,2.98
2020	7710,3.89
2021	9039,3.31
2022	2801,3.64
2023	10141,3.41
2024	816,3.29
2025	2278,3.44
2026	1160,2.63
2027	1047,2.48
2028	37110,4.06
2029	499,3.46
203	5429,3.15
2030	38,2.79
2031	256,2.62
2032	238,2.87
2033	1415,3.20
2034	2182,2.83
2035	324,3.10
2036	1074,2.34
2037	425,3.32
2038	1230,2.89
2039	64,2.68
204	8335,2.95
2040	799,2.88
2041	856,2.68
2042	2413,2.63
2043	1118,3.26
2044	296,2.47
2045	416,3.38
2046	5213,3.42
2047	157,2.91
2048	1563,3.44
2049	204,3.27
205	1355,3.52
2050	1034,2.50
2051	888,2.57
2052	2225,2.96
2053	4509,2.11
2054	16510,2.70
2055	212,2.73
2056	175,3.37
2057	740,3.37
2058	8680,3.58
2059	3048,3.16
206	1038,3.48
2060	2514,3.05
2061	130,3.10
2062	435,3.11
2063	78,2.82
2064	7371,3.90
2065	3925,3.68
2066	1082,4.12
2067	5685,3.94
2068	1834,3.97
2069	1128,3.81
207	5414,3.37
2070	1756,3.95
2071	1386,3.80
2072	3220,3.07
2073	607,3.48
2074	274,3.49
2075	594,3.76
2076	8875,3.83
2077	1055,3.50
2078	8694,3.65
2079	139,3.24
208	27775,2.85
2080	10062,3.60
2081	14294,3.51
2082	4525,2.86
2083	3413,3.60
2084	1028,3.19
2085	7784,3.43
2086	210,3.05
2087	7075,3.56
2088	3539,2.56
2089	2370,3.28
209	745,2.84
2090	2847,3.45
2091	1196,2.89
2092	1813,2.46
2093	1978,2.94
2094	6994,3.05
2095	786,2.80
2096	6291,3.60
2097	1376,3.40
2098	468,2.83
2099	1376,3.62
21	24116,3.58
210	482,2.89
2100	11777,3.22
2101	153,3.10
2102	1302,3.44
2103	215,2.97
2104	302,3.27
2105	10076,3.32
2106	1529,3.34
2107	2143,2.51
2108	7039,3.61
2109	6950,3.64
211	579,3.60
2110	2562,3.28
2111	2222,3.22
2112	2659,3.40
2113	515,2.15
2114	3328,3.61
2115	21266,3.68
2116	5175,3.22
2117	3407,3.64
2118	3388,3.65
2119	1260,2.34
212	447,2.58
2120	1571,2.92
2121	1915,2.75
2122	2398,2.60
2123	2466,2.99
2124	8218,3.18
2125	5655,3.64
2126	4621,2.79
2127	40,2.60
2128	236,3.31
2129	71,3.45
213	1872,4.04
2130	2059,3.83
2131	481,3.92
2132	3083,4.05
2133	4642,3.23
2134	5758,3.29
2135	2108,3.04
2136	2883,2.85
2137	5625,3.58
2138	2803,3.71
2139	4574,3.73
214	942,4.05
2140	7980,3.59
2141	4551,3.35
2142	2154,2.99
2143	3100,3.28
2144	8453,3.64
2145	7239,3.36
2146	3167,3.15
2147	1312,2.60
2148	1123,2.93
2149	654,2.28
215	5348,3.84
2150	8794,3.65
2151	1513,3.11
2152	751,1.99
2153	2684,2.08
2154	1062,2.67
2155	1863,3.41
2156	60,3.16
2157	119,3.31
2158	202,2.83
2159	1605,3.41
216	8547,3.26
2160	7665,3.75
2161	10169,3.49
2162	2086,2.42
2163	1803,2.51
2164	213,2.14
2165	985,3.22
2166	1003,3.54
2167	11401,3.36
2168	511,3.04
2169	1089,2.71
217	1014,2.73
2170	880,2.66
2171	1203,3.66
2172	105,3.32
2173	786,3.53
2174	19988,3.47
2175	112,3.42
2176	2866,3.92
2177	607,3.20
2178	1080,3.61
2179	363,3.03
218	4248,3.29
2180	557,3.33
2181	1078,3.53
2182	768,3.67
2183	2278,3.88
2184	1423,3.65
2185	300,3.49
2186	5154,4.16
2187	267,3.51
2188	2181,2.80
2189	185,3.47
219	633,3.62
2190	306,2.85
2191	97,2.93
2192	56,3.05
2193	9217,3.45
2194	15442,3.88
2195	1100,3.07
2196	320,2.15
2197	141,3.54
2198	58,3.54
2199	67,3.24
22	9928,3.32
220	275,2.40
2200	89,2.69
2201	240,3.24
2202	1551,3.86
2203	2199,4.16
2204	749,3.74
2205	641,3.35
2206	1424,3.93
2207	154,2.95
2208	2196,4.09
2209	169,3.39
2210	552,3.74
2211	246,3.42
2212	1284,3.78
2213	17,1.79
2214	71,2.96
2215	81,2.96
2216	43,2.76
2217	8,1.50
2218	43,2.43
2219	127,3.20
222	5968,3.54
2220	31,2.81
2221	192,3.51
2222	20,2.05
2223	37,2.76
2224	17,1.65
2225	37,2.65
2226	85,3.08
2227	216,3.58
2229	10,2.25
223	23695,3.87
2230	13,1.88
2231	6759,3.73
2232	6090,3.59
2233	53,2.87
2234	56,2.57
2235	32,2.44
2236	1817,3.45
2237	400,3.66
2238	594,3.86
2239	685,3.69
224	8581,3.44
2240	1577,3.42
2241	687,2.73
2242	66,2.43
2243	5918,3.70
2244	91,2.06
2245	4653,3.35
2246	65,2.52
2247	2141,3.11
2248	9082,3.87
2249	1784,3.13
225	12662,3.29
2250	396,3.22
2251	8,2.56
2252	1609,3.05
2253	3724,2.69
2254	10,3.05
2255	481,2.61
2256	133,2.20
2257	124,2.81
2258	49,2.06
2259	1411,2.63
226	43,2.84
2260	271,2.50
2261	1104,3.31
2262	2298,3.08
2263	1413,3.11
2264	597,2.69
2265	661,2.04
2266	1265,2.85
2267	554,3.04
2268	15211,3.81
2269	3071,2.79
227	4640,3.07
2270	32,3.27
2271	527,3.22
2272	897,3.48
2273	9388,3.40
2274	12,2.58
2275	661,3.38
2276	367,3.48
2277	8,2.38
2278	9987,3.57
2279	2495,2.64
228	475,2.69
2280	877,3.33
2281	99,3.17
2282	2282,3.41
2283	494,3.20
2284	353,3.71
2285	612,3.79
2286	249,2.50
2287	1528,3.49
2288	8557,3.80
2289	7846,3.95
229	2428,3.56
2290	989,3.49
2291	21394,3.73
2292	174,2.92
2293	84,3.36
2294	10163,3.30
2295	507,3.44
2296	2104,2.65
2297	3930,3.26
2298	152,2.30
2299	44,3.23
23	4250,3.15
230	7284,3.59
2300	6461,3.92
2301	4313,3.60
2302	13957,3.58
2303	2295,3.92
2304	104,3.43
2305	207,3.66
2306	896,2.49
2307	202,2.63
2308	35,2.80
2309	44,3.36
231	32085,2.95
2310	944,3.59
2311	4143,3.39
2312	2723,3.72
2313	6813,3.92
2314	649,2.90
2315	1658,2.14
2316	2537,3.02
2317	66,2.45
2318	4335,3.85
2319	17,2.85
232	6150,4.04
2320	1728,3.10
2321	13627,3.58
2322	2181,2.84
2323	234,3.66
2324	18156,4.18
2325	1667,3.09
2326	45,2.81
2327	660,2.84
2328	1606,2.77
2329	23309,4.15
233	3478,3.52
2330	823,4.08
2331	1221,3.35
2332	164,2.90
2333	4575,3.82
2334	2960,3.10
2335	5823,2.92
2336	9009,3.90
2337	1362,3.34
2338	4220,2.09
2339	326,2.56
234	3269,2.68
2340	5210,3.29
2341	289,3.22
2342	250,3.61
2343	19,3.24
2344	1676,3.52
2345	254,3.51
2346	2173,3.29
2347	634,3.44
2348	2387,3.55
2349	1470,3.74
235	16419,3.66
2350	134,2.67
2351	1152,4.14
2352	6650,3.74
2353	14217,3.55
2354	1229,2.62
2355	20465,3.61
2356	1149,2.96
2357	2390,4.10
2358	119,3.49
2359	6610,3.80
236	12215,3.32
2360	2292,4.12
2361	1197,3.30
2362	379,2.76
2363	2348,3.20
2364	725,2.66
2365	858,2.74
2366	6627,3.55
2367	2789,2.77
2368	423,1.76
2369	5410,2.93
237	6422,3.22
2370	958,3.40
2371	6298,3.45
2372	1861,2.87
2373	1666,2.42
2374	1563,2.89
2375	3768,2.87
2376	3462,3.18
2377	1080,2.92
2378	5771,2.92
2379	3373,2.39
238	834,3.17
2380	2765,2.17
2381	2722,2.06
2382	2292,1.89
2383	2155,1.79
2384	5197,2.98
2385	991,2.53
2386	591,1.62
2387	2220,2.82
2388	160,3.34
2389	2829,2.75
239	3178,3.05
2390	2542,3.68
2391	6514,3.72
2392	1520,2.37
2393	8052,3.20
2394	6312,3.42
2395	13780,3.85
2396	24521,3.84
2397	162,3.33
2398	4783,3.75
2399	1388,2.73
24	7971,3.20
240	837,2.91
2400	362,2.82
2401	2646,3.73
2402	4846,2.77
2403	5291,3.54
2404	3604,2.39
2405	6111,3.13
2406	13553,3.48
2407	10666,3.29
2408	1882,2.48
2409	5397,3.13
241	562,3.03
2410	5076,2.90
2411	4873,2.79
2412	3565,2.20
2413	4418,3.44
2414	2650,3.37
2415	71,2.85
2416	2636,3.05
2417	529,2.94
2418	682,3.00
2419	367,3.18
242	1076,3.39
2420	8234,3.29
2421	5988,2.60
2422	3683,2.16
2423	5739,3.59
2424	11286,3.14
2425	586,3.61
2426	162,3.23
2427	8238,3.41
2428	5672,2.82
2429	1424,2.76
243	439,2.53
2430	955,3.11
2431	6045,3.11
2432	2026,3.22
2433	3965,3.34
2434	271,3.50
2435	667,2.96
2436	1311,3.40
2437	778,3.55
2438	12,2.88
2439	1620,3.58
244	285,2.38
2440	352,3.19
2441	198,3.10
2442	1350,3.69
2443	1235,3.55
2444	78,3.45
2445	760,2.82
2446	607,2.69
2447	2866,3.07
2448	1385,2.34
2449	308,1.66
245	255,2.98
2450	3741,2.13
2451	687,2.64
2452	94,1.81
2453	1203,3.10
2454	3481,3.33
2455	10174,3.40
2456	1788,2.28
2457	1354,3.35
2458	873,2.50
2459	3026,3.21
246	10432,4.04
2460	809,2.25
2461	403,1.96
2462	554,1.72
2463	3408,3.40
2464	129,2.48
2465	240,2.24
2466	84,3.40
2467	5436,3.87
2468	2944,2.72
2469	3687,3.17
247	7681,3.84
2470	12297,3.14
2471	5247,2.55
2472	535,2.93
2473	1265,2.40
2474	3278,3.43
2475	636,3.14
2476	2045,3.28
2477	312,2.42
2478	6485,3.10
2479	308,2.41
248	3161,3.03
2480	37,2.99
2481	446,3.63
2482	344,3.28
2483	306,3.44
2484	14,2.00
2485	5498,2.99
2486	66,2.48
2487	107,2.33
2488	1032,3.82
2489	19,2.74
249	4950,3.68
2490	8232,3.41
2491	874,2.71
2492	802,2.79
2493	267,3.75
2494	195,3.66
2495	845,3.69
2496	3794,3.21
2497	1852,2.86
2498	865,2.33
2499	384,3.45
25	21553,3.69
250	892,2.99
2500	1021,2.65
2501	7378,3.89
2502	20328,3.99
2503	115,3.70
2504	1568,2.91
2505	4087,2.96
2506	1351,3.14
2507	455,2.62
2508	12,2.21
2509	161,2.92
251	388,3.05
2510	72,2.47
2511	1006,3.85
2512	170,3.56
2513	3364,2.96
2514	1003,2.12
2515	449,1.83
2516	398,1.72
2517	2186,3.03
2518	2066,3.33
2519	785,3.25
252	10074,3.22
2520	1501,3.04
2521	667,2.53
2522	627,2.43
2523	239,2.64
2524	1972,2.99
2525	764,2.31
2526	610,2.42
2527	4163,3.43
2528	5054,3.44
2529	12702,3.62
253	27568,3.50
2530	2425,2.89
2531	2044,2.77
2532	2018,2.81
2533	3421,3.02
2534	89,2.25
2535	702,2.69
2536	309,2.00
2537	284,1.97
2538	44,3.58
2539	9052,3.23
254	629,2.89
2540	1068,2.99
2541	8529,3.27
2542	15325,3.99
2543	49,2.80
2544	126,3.21
2545	129,3.26
2546	1032,2.99
2547	9,2.78
2548	818,2.21
2549	1607,2.16
255	1081,2.29
2550	1531,3.61
2551	1785,3.50
2552	288,2.31
2553	1429,3.41
2554	756,3.18
2555	1399,1.70
2556	46,1.95
2557	212,3.78
2558	2027,2.73
2559	364,2.59
256	9890,2.73
2560	1527,3.24
2561	1129,3.10
2562	234,3.34
2563	885,3.65
2564	19,2.61
2565	3726,3.77
2566	277,2.26
2567	3913,3.05
2568	1462,2.15
2569	52,2.85
257	3811,3.41
2570	772,3.64
2571	51334,4.19
2572	11613,3.47
2573	318,3.32
25735	8,3.56
25736	27,3.00
25737	52,3.38
25738	66,3.43
25739	10,3.30
2574	1471,2.63
25741	41,3.78
25742	20,3.68
25743	7,2.71
25744	75,3.55
25745	2,2.75
25746	71,3.32
25747	5,3.30
25748	13,3.58
25749	5,3.70
2575	1372,3.93
25750	404,3.94
25751	26,3.48
25752	109,3.61
25753	188,3.84
25755	184,3.49
25757	97,3.03
25759	45,3.58
2576	32,2.67
25760	1,3.50
25762	64,3.45
25763	174,3.89
25764	165,3.84
25765	24,3.23
25766	89,3.67
25767	13,3.77
25768	3,3.33
25769	288,3.89
2577	237,3.24
25770	8,3.44
25771	640,3.85
25773	200,3.63
25774	162,3.73
25775	15,3.63
25777	380,3.88
25778	20,3.35
2578	96,3.03
25782	54,3.64
25783	13,3.12
25785	18,3.72
25786	39,3.50
25787	3,3.17
25788	754,3.79
25789	52,3.66
2579	1305,3.83
25792	45,3.74
25793	156,3.67
25794	6,3.42
25795	135,3.67
25796	7,2.79
25797	77,3.59
25798	44,3.51
258	1710,2.65
2580	8554,3.70
25800	19,3.42
25801	40,2.99
25802	46,2.70
25803	8,2.44
25804	8,3.50
25805	261,3.93
25806	8,3.19
25807	47,3.18
25808	18,3.42
25809	3,2.17
2581	7237,3.06
25810	17,2.82
25811	16,3.47
25812	42,3.44
25814	5,3.20
25816	1,3.00
25818	46,3.60
25819	25,2.88
2582	525,3.07
25820	24,3.00
25822	24,3.02
25824	16,3.34
25825	161,3.75
25826	172,3.82
25827	396,3.74
25828	205,3.64
25829	7,1.21
2583	1951,3.62
25830	38,3.57
25831	16,3.56
25832	10,3.60
25833	108,3.75
25834	142,3.74
