userId	stats
123748	33,3.85
123749	400,3.42
12375	49,4.00
123750	279,3.38
123751	22,2.86
123752	59,3.94
123753	28,3.71
123754	1345,3.98
123755	234,3.33
123756	92,4.03
123757	149,4.01
123758	105,3.92
123759	512,2.82
12376	56,3.73
123760	324,3.18
123761	169,3.68
123762	39,3.67
123763	300,3.92
123764	211,3.91
123765	49,3.49
123766	28,3.71
123767	279,3.23
123768	32,3.97
123769	272,3.30
12377	41,3.85
123770	50,3.34
123771	48,3.25
123772	75,3.97
123773	62,3.94
123774	31,4.13
123775	256,3.64
123776	128,3.61
123777	128,3.93
123778	24,3.69
123779	324,2.87
12378	30,3.63
123780	37,4.20
123781	79,3.67
123782	32,3.33
123783	25,4.20
123784	36,4.06
123785	43,3.24
123786	103,3.18
123787	85,2.95
123788	23,3.48
123789	66,3.56
12379	133,3.65
123790	42,4.00
123791	120,3.54
123792	28,3.04
123793	33,3.91
123794	105,3.61
123795	22,3.82
123796	75,3.35
123797	224,3.98
123798	91,4.10
123799	610,3.39
1238	97,3.73
12380	142,4.04
123800	30,4.07
123801	24,3.54
123802	167,3.35
123803	52,3.98
123804	59,3.61
123805	313,2.66
123806	35,3.31
123807	61,2.84
123808	102,3.35
123809	48,3.38
12381	37,4.19
123810	466,3.51
123811	515,3.58
123812	28,3.96
123813	42,3.55
123814	46,3.59
123815	371,3.75
123816	54,3.83
123817	1256,3.45
123818	32,3.56
123819	329,3.01
12382	408,3.12
123820	21,4.02
123821	88,2.52
123822	35,3.46
123823	66,3.70
123824	34,4.00
123825	171,4.06
123826	551,4.00
123827	25,4.24
123828	20,3.20
123829	66,3.30
12383	75,3.87
123830	41,3.85
123831	34,3.53
123832	22,4.20
123833	74,3.59
123834	233,3.50
123835	24,3.04
123836	44,4.28
123837	169,3.87
123838	79,3.44
123839	169,3.97
12384	281,3.87
123840	54,3.52
123841	86,4.19
123842	40,4.00
123843	185,3.73
123844	31,4.19
123845	235,3.10
123846	56,4.05
123847	404,3.18
123848	26,3.23
123849	50,3.61
12385	67,3.82
123850	175,3.84
123851	31,3.92
123852	20,2.28
123853	23,3.39
123854	37,2.81
123855	581,3.46
123856	21,3.48
123857	31,3.81
123858	64,3.95
123859	42,3.71
12386	30,3.53
123860	142,3.27
123861	49,3.24
123862	35,3.30
123863	328,3.91
123864	303,4.10
123865	51,3.92
123866	61,3.55
123867	57,3.28
123868	31,3.61
123869	289,3.50
12387	74,3.91
123870	97,4.36
123871	28,4.11
123872	131,3.71
123873	20,3.00
123874	43,3.05
123875	59,4.55
123876	256,3.99
123877	166,4.21
123878	33,3.41
123879	89,3.45
12388	21,3.38
123880	97,4.32
123881	153,3.56
123882	112,3.44
123883	360,3.01
123884	171,3.81
123885	22,4.36
123886	194,2.60
123887	46,4.26
123888	25,3.32
123889	286,3.84
12389	682,3.85
123890	24,3.21
123891	20,3.38
123892	53,2.49
123893	61,3.93
123894	26,3.54
123895	44,3.43
123896	405,3.56
123897	54,3.65
123898	29,3.76
123899	43,3.49
1239	56,4.25
12390	299,3.86
123900	151,3.71
123901	28,4.00
123902	160,3.68
123903	152,3.39
123904	81,3.31
123905	81,3.89
123906	67,3.57
123907	65,4.78
123908	20,3.03
123909	321,3.73
12391	20,3.65
123910	246,3.88
123911	156,3.55
123912	37,3.43
123913	383,3.17
123914	50,3.24
123915	195,3.32
123916	81,3.61
123917	36,2.92
123918	45,4.06
123919	124,3.85
12392	45,4.24
123920	28,3.66
123921	48,3.92
123922	24,3.33
123923	36,3.22
123924	125,3.90
123925	117,3.79
123926	474,3.69
123927	47,3.70
123928	93,3.75
123929	47,4.59
12393	98,3.56
123930	24,3.25
123931	297,3.33
123932	88,3.57
123933	42,3.98
123934	279,3.20
123935	302,4.06
123936	225,3.41
123937	21,3.24
123938	120,3.78
123939	197,3.85
12394	25,1.78
123940	79,2.84
123941	80,3.13
123942	26,4.12
123943	36,4.08
123944	156,4.25
123945	439,3.36
123946	887,3.03
123947	63,3.11
123948	20,3.75
123949	684,3.10
12395	71,3.77
123950	35,3.94
123951	103,3.68
123952	49,3.93
123953	312,3.24
123954	208,3.77
123955	241,3.58
123956	327,2.87
123957	32,3.84
123958	124,4.11
123959	105,3.82
12396	88,4.03
123960	210,3.67
123961	56,3.93
123962	192,3.49
123963	22,3.68
123964	480,3.70
123965	36,3.83
123966	32,3.84
123967	66,3.86
123968	53,3.45
123969	63,3.96
12397	55,3.58
123970	23,3.52
123971	32,4.09
123972	21,3.52
123973	67,4.07
123974	497,3.53
123975	206,2.75
123976	237,3.54
123977	84,4.05
123978	23,3.91
123979	62,3.68
12398	96,3.56
123980	32,3.09
123981	390,3.79
123982	108,3.44
123983	404,3.25
123984	20,3.73
123985	31,3.37
123986	224,3.91
123987	472,4.16
123988	103,3.62
123989	20,3.48
12399	35,3.83
123990	61,4.26
123991	21,3.24
123992	149,3.85
123993	107,4.58
123994	65,4.20
123995	48,3.56
123996	89,3.70
123997	33,3.95
123998	101,3.69
123999	22,4.34
124	295,3.62
1240	36,4.14
12400	20,3.25
124000	184,3.29
124001	450,3.87
124002	20,2.53
124003	202,3.27
124004	517,3.46
124005	45,3.96
124006	30,3.80
124007	70,3.13
124008	30,3.33
124009	67,3.46
12401	22,3.77
124010	54,3.65
124011	40,4.18
124012	143,3.92
124013	56,4.18
124014	101,4.22
124015	328,3.91
124016	176,4.18
124017	23,3.26
124018	28,3.86
124019	44,3.31
12402	606,3.69
124020	149,3.93
124021	28,2.75
124022	26,4.00
124023	50,3.66
124024	70,2.98
124025	120,3.27
124026	262,2.60
124027	61,3.92
124028	107,3.35
124029	24,4.13
12403	41,3.76
124030	77,4.25
124031	24,4.21
124032	159,3.19
124033	26,3.90
124034	212,4.13
124035	81,3.28
124036	58,3.76
124037	61,3.03
124038	32,3.78
124039	70,3.82
12404	138,4.34
124040	415,3.16
124041	21,3.43
124042	65,3.74
124043	36,2.36
124044	218,4.16
124045	23,4.04
124046	109,3.66
124047	67,3.31
124048	90,3.64
124049	92,3.46
12405	102,3.71
124050	55,4.07
124051	400,3.37
124052	1358,2.73
124053	33,3.55
124054	72,3.65
124055	26,4.31
124056	29,3.45
124057	184,3.38
124058	37,3.82
124059	77,3.42
12406	33,3.03
124060	83,3.94
124061	47,3.94
124062	146,3.01
124063	343,3.78
124064	53,4.19
124065	142,3.52
124066	101,3.63
124067	96,3.57
124068	33,3.39
124069	30,3.53
12407	401,3.53
124070	20,3.75
124071	31,3.58
124072	56,3.82
124073	55,3.75
124074	31,4.03
124075	85,3.51
124076	95,3.69
124077	64,3.72
124078	1083,3.86
124079	55,3.80
12408	45,3.76
124080	29,3.41
124081	41,3.90
124082	243,3.91
124083	76,3.50
124084	75,3.57
124085	20,4.00
124086	29,3.41
124087	138,3.67
124088	188,3.76
124089	46,3.17
12409	149,3.29
124090	67,3.70
124091	106,3.80
124092	37,3.92
124093	710,3.48
124094	42,3.64
124095	39,3.94
124096	55,2.98
124097	124,3.91
124098	335,4.31
124099	37,3.14
1241	29,3.93
12410	28,4.29
124100	193,3.88
124101	35,3.60
124102	280,3.49
124103	165,3.36
124104	467,3.73
124105	57,4.05
124106	127,3.52
124107	853,3.16
124108	54,3.44
124109	56,3.01
12411	57,4.02
124110	51,3.19
124111	152,3.53
124112	153,3.50
124113	317,3.28
124114	35,3.89
124115	70,4.00
124116	174,3.84
124117	153,3.14
124118	20,3.80
124119	80,3.78
12412	21,3.62
124120	22,2.86
124121	94,3.73
124122	35,3.74
124123	594,3.41
124124	202,4.11
124125	156,3.86
124126	1063,2.96
124127	128,3.42
124128	22,3.14
124129	29,3.90
12413	94,3.43
124130	86,3.51
124131	23,3.52
124132	53,3.92
124133	561,3.91
124134	445,3.24
124135	46,3.01
124136	37,3.85
124137	41,3.93
124138	158,3.70
124139	423,3.12
12414	24,3.38
124140	53,3.17
124141	171,3.60
124142	21,4.14
124143	71,3.62
124144	47,2.83
124145	27,3.74
124146	760,3.18
124147	33,3.61
124148	65,3.52
124149	28,3.86
12415	71,3.30
124150	95,3.69
124151	36,4.06
124152	21,3.38
124153	60,4.53
124154	45,3.71
124155	24,3.50
124156	50,4.10
124157	53,4.19
124158	24,4.00
124159	577,3.39
12416	118,2.81
124160	306,3.75
124161	29,4.38
124162	388,4.14
124163	1239,3.60
124164	40,3.96
124165	30,3.60
124166	20,3.43
124167	51,4.43
124168	78,3.90
124169	177,3.92
12417	469,3.09
124170	37,3.78
124171	201,3.98
124172	70,3.46
124173	49,3.43
124174	151,3.92
124175	126,3.87
124176	101,3.87
124177	81,4.17
124178	57,3.07
124179	185,2.99
12418	28,3.79
124180	301,3.21
124181	423,3.55
124182	371,4.21
124183	92,3.93
124184	711,3.47
124185	20,4.20
124186	75,3.91
124187	40,3.63
124188	115,3.99
124189	285,3.62
12419	478,3.69
124190	84,3.79
124191	30,3.75
124192	56,3.78
124193	150,3.19
124194	27,4.30
124195	260,3.24
124196	21,4.00
124197	104,3.55
124198	56,3.34
124199	45,3.87
1242	143,3.69
12420	36,3.64
124200	20,2.78
124201	48,3.32
124202	52,4.21
124203	21,3.43
124204	486,3.62
124205	352,3.40
124206	24,4.00
124207	74,3.83
124208	264,3.76
124209	66,4.44
12421	154,4.06
124210	183,3.80
124211	192,3.19
124212	84,4.30
124213	111,3.73
124214	32,3.48
124215	37,3.76
124216	187,4.16
124217	50,3.54
124218	28,3.29
124219	25,4.16
12422	24,3.17
124220	501,3.27
124221	191,3.42
124222	79,3.73
124223	53,3.13
124224	34,3.26
124225	338,3.40
124226	43,3.37
124227	649,3.62
124228	182,3.08
124229	357,4.11
12423	46,3.35
124230	33,4.42
124231	44,3.98
124232	46,3.57
124233	21,4.14
124234	34,3.44
124235	32,3.89
124236	30,3.67
124237	123,2.69
124238	83,3.99
124239	586,3.51
12424	91,3.10
124240	33,3.58
124241	22,3.32
124242	30,4.03
124243	40,4.35
124244	27,3.06
124245	59,3.57
124246	726,4.07
124247	27,3.96
124248	21,5.00
124249	29,3.62
12425	68,3.63
124250	24,4.08
124251	44,3.25
124252	194,4.03
124253	34,3.50
124254	31,4.90
124255	239,3.76
124256	167,4.59
124257	614,3.90
124258	332,3.56
124259	63,3.43
12426	31,3.66
124260	244,3.67
124261	112,3.59
124262	40,4.08
124263	167,4.01
124264	201,3.41
124265	177,3.58
124266	90,3.84
124267	88,3.27
124268	361,3.58
124269	40,3.45
12427	46,3.03
124270	40,3.83
124271	28,4.11
124272	273,3.90
124273	40,3.35
124274	21,3.24
124275	697,3.46
124276	42,3.57
124277	335,2.69
124278	145,3.35
124279	122,3.20
12428	81,3.79
124280	327,3.52
124281	47,4.00
124282	20,3.90
124283	201,3.23
124284	101,3.27
124285	46,3.15
124286	22,3.18
124287	24,3.13
124288	60,4.26
124289	65,3.98
12429	28,3.64
124290	56,4.05
124291	38,3.68
124292	41,3.73
124293	90,3.57
124294	33,3.56
124295	134,3.64
124296	74,3.97
124297	882,3.11
124298	70,4.03
124299	73,4.11
1243	35,3.97
12430	33,3.70
124300	90,2.48
124301	80,3.38
124302	52,2.99
124303	148,3.30
124304	23,3.87
124305	48,3.58
124306	337,3.50
124307	93,4.19
124308	36,3.35
124309	131,3.70
12431	42,3.81
124310	29,3.31
124311	23,3.43
124312	29,4.02
124313	166,3.73
124314	44,4.27
124315	37,4.16
124316	41,3.45
124317	70,3.70
124318	401,3.46
124319	22,3.36
12432	31,3.68
124320	37,3.65
124321	540,3.17
124322	40,3.68
124323	243,3.36
124324	273,3.17
124325	23,2.87
124326	373,2.82
124327	198,3.15
124328	21,3.71
124329	412,3.47
12433	23,3.70
124330	50,4.32
124331	102,3.53
124332	20,2.43
124333	119,3.33
124334	56,4.09
124335	148,3.57
124336	24,3.33
124337	187,3.43
124338	165,3.45
124339	1585,3.23
12434	22,3.27
124340	542,4.20
124341	40,4.43
124342	51,3.88
124343	51,4.11
124344	155,3.94
124345	125,3.97
124346	21,4.26
124347	119,4.13
124348	169,3.59
124349	120,3.50
12435	541,3.59
124350	225,3.97
124351	109,3.07
124352	599,3.26
124353	387,3.43
124354	129,4.21
124355	108,3.89
124356	32,3.09
124357	67,4.00
124358	58,3.69
124359	42,3.74
12436	134,3.46
124360	24,2.83
124361	64,3.67
124362	23,4.26
124363	159,3.31
124364	41,3.12
124365	24,3.29
124366	35,2.76
124367	28,2.61
124368	103,3.20
124369	112,4.05
12437	484,3.62
124370	174,2.94
124371	58,3.48
124372	26,3.15
124373	701,3.32
124374	83,3.29
124375	124,3.41
124376	118,4.35
124377	29,2.97
124378	31,3.47
124379	152,3.32
12438	174,3.74
124380	58,3.48
124381	115,3.43
124382	20,3.75
124383	23,3.83
124384	62,3.44
124385	20,2.98
124386	37,3.76
124387	67,3.51
124388	418,3.40
124389	20,3.80
12439	23,3.00
124390	150,3.39
124391	23,3.70
124392	78,3.62
124393	62,3.34
124394	164,4.96
124395	221,3.65
124396	46,3.61
124397	81,3.49
124398	36,3.99
124399	22,3.14
1244	1225,3.52
12440	80,3.61
124400	44,3.44
124401	81,4.06
124402	20,3.60
124403	105,4.25
124404	369,3.68
124405	90,3.98
124406	233,3.63
124407	20,1.75
124408	150,3.62
124409	363,2.94
12441	230,3.86
124410	202,3.95
124411	167,3.52
124412	58,3.64
124413	794,3.40
124414	20,3.65
124415	79,3.89
124416	568,3.35
124417	93,3.23
124418	71,3.36
124419	74,3.96
12442	22,2.61
124420	72,3.47
124421	30,3.37
124422	20,3.85
124423	21,3.79
124424	101,4.28
124425	520,2.84
124426	164,2.88
124427	24,2.75
124428	56,3.85
124429	31,4.13
12443	37,3.28
124430	49,4.02
124431	304,3.37
124432	76,3.68
124433	26,3.65
124434	24,3.17
124435	40,3.98
124436	172,3.44
124437	290,3.77
124438	36,4.06
124439	32,3.34
12444	50,3.88
124440	263,3.95
124441	69,3.24
124442	191,3.42
124443	37,2.57
124444	30,3.57
124445	113,3.13
124446	178,3.40
124447	141,4.04
124448	190,2.99
124449	226,4.27
12445	32,4.41
124450	44,3.22
124451	160,4.03
124452	43,3.77
124453	537,3.60
124454	71,3.97
124455	40,4.00
124456	47,3.51
124457	50,3.82
124458	20,3.93
124459	45,3.77
12446	36,3.47
124460	1046,3.08
124461	55,3.95
124462	47,3.64
124463	29,3.91
124464	150,3.05
124465	180,4.00
124466	25,2.32
124467	33,3.61
124468	97,3.26
124469	440,3.28
12447	158,3.43
124470	27,3.48
124471	45,3.42
124472	71,3.75
124473	32,3.44
124474	30,3.60
124475	28,3.21
124476	25,3.64
124477	209,3.95
124478	233,3.52
124479	863,3.00
12448	28,3.71
124480	40,4.23
124481	73,3.66
124482	68,4.00
124483	27,4.30
124484	35,3.14
124485	87,3.61
124486	57,2.46
124487	363,3.49
124488	83,3.42
124489	20,4.05
12449	86,3.71
124490	35,3.50
124491	61,4.32
124492	282,3.71
124493	370,3.19
124494	30,3.57
124495	68,3.93
124496	41,3.80
124497	140,4.07
124498	203,3.28
124499	20,3.60
1245	110,1.59
12450	217,3.93
124500	33,3.71
124501	148,3.66
124502	52,4.00
124503	33,3.83
124504	31,2.65
124505	112,4.00
124506	20,3.23
124507	569,3.19
124508	24,3.23
124509	67,3.66
12451	68,3.08
124510	21,3.62
124511	200,3.50
124512	135,3.61
124513	66,3.59
124514	143,4.02
124515	174,2.98
124516	102,3.65
124517	93,3.83
124518	68,3.26
124519	46,3.39
12452	67,3.87
124520	39,3.67
124521	21,3.19
124522	44,3.82
124523	20,3.35
124524	130,3.86
124525	26,2.65
124526	25,2.86
124527	68,3.96
124528	102,3.87
124529	66,3.45
12453	151,2.72
124530	118,3.53
124531	754,3.51
124532	94,3.12
124533	149,4.12
124534	96,3.23
124535	732,3.25
124536	25,4.00
124537	24,3.75
124538	103,4.12
124539	46,3.30
12454	31,3.61
124540	131,3.77
124541	177,3.76
124542	60,3.50
124543	142,3.31
124544	33,3.70
124545	41,3.22
124546	117,3.87
124547	818,3.66
124548	51,3.35
124549	224,3.11
12455	62,3.92
124550	110,3.57
124551	216,2.57
124552	68,3.25
124553	68,3.99
124554	32,3.38
124555	590,3.07
124556	67,4.03
124557	20,2.78
124558	88,4.49
124559	21,3.71
12456	185,3.79
124560	47,3.60
124561	300,4.11
124562	27,3.72
124563	60,3.58
124564	90,4.26
124565	277,4.36
124566	21,4.19
124567	223,2.96
124568	23,4.09
124569	111,3.94
12457	49,3.30
124570	35,3.89
124571	131,3.89
124572	89,4.18
124573	70,3.23
124574	42,2.62
124575	24,3.29
124576	488,3.31
124577	178,3.96
124578	48,3.53
124579	27,3.61
12458	26,3.62
124580	420,3.97
124581	29,3.62
124582	29,4.05
124583	22,3.64
124584	142,3.15
124585	28,2.64
124586	22,3.95
124587	53,2.51
124588	728,3.44
124589	39,4.13
12459	80,3.01
124590	37,3.49
124591	250,3.87
124592	42,3.90
124593	53,3.43
124594	30,3.57
124595	270,2.99
124596	59,3.61
124597	69,4.43
124598	33,2.91
124599	24,4.42
1246	77,4.20
12460	90,3.83
124600	118,3.02
124601	80,3.61
124602	28,3.54
124603	22,4.14
124604	46,4.42
124605	38,3.87
124606	219,4.05
124607	109,3.56
124608	22,3.50
124609	39,3.85
12461	164,3.32
124610	139,3.88
124611	144,3.92
124612	86,2.65
124613	27,3.30
124614	886,3.21
124615	127,3.15
124616	67,4.27
124617	96,3.39
124618	22,4.27
124619	35,3.30
12462	31,3.69
124620	52,4.46
124621	20,4.00
124622	1061,3.14
124623	53,4.02
124624	72,3.39
124625	29,2.93
124626	72,3.97
124627	56,3.66
124628	94,2.35
124629	137,3.86
12463	199,3.87
124630	102,3.06
124631	44,4.25
124632	46,4.07
124633	1682,2.26
124634	49,3.39
124635	363,3.21
124636	50,3.22
124637	42,3.33
124638	28,3.29
124639	20,3.95
12464	64,3.78
124640	21,3.50
124641	212,3.91
124642	30,4.37
124643	128,3.67
124644	314,3.49
124645	78,3.87
124646	28,3.43
124647	114,3.33
124648	27,3.37
124649	42,3.55
12465	283,3.89
124650	34,3.97
124651	91,3.67
124652	77,3.53
124653	290,3.93
124654	69,4.14
124655	26,3.44
124656	37,3.54
124657	193,4.00
124658	114,3.56
124659	435,4.32
12466	180,3.00
124660	76,3.76
124661	107,3.73
124662	49,4.57
124663	178,3.84
124664	46,4.28
124665	66,3.58
124666	56,3.57
124667	21,3.21
124668	149,3.60
124669	74,3.78
12467	186,3.36
124670	80,4.06
124671	189,3.77
124672	84,3.58
124673	383,3.52
124674	138,4.22
124675	21,3.86
124676	503,3.88
124677	30,3.60
124678	62,3.50
124679	88,3.18
12468	319,3.75
124680	85,4.05
124681	133,4.29
124682	50,3.22
124683	233,2.93
124684	86,4.03
124685	28,3.25
124686	219,3.20
124687	37,3.59
124688	144,3.89
124689	86,2.80
12469	230,3.68
124690	86,3.99
124691	24,3.67
124692	50,3.52
124693	207,3.80
124694	198,3.95
124695	96,3.83
124696	31,3.52
124697	50,3.36
124698	36,4.15
124699	74,4.03
1247	79,3.32
12470	200,3.87
124700	364,3.01
124701	314,4.06
124702	37,4.05
124703	54,3.83
124704	41,3.63
124705	392,3.24
124706	21,3.57
124707	25,3.40
124708	62,3.58
124709	40,3.25
12471	47,3.87
124710	276,4.36
124711	220,3.58
124712	170,2.83
124713	128,3.63
124714	25,4.14
124715	83,4.05
124716	147,3.19
124717	30,3.50
124718	32,3.56
124719	124,4.25
12472	48,3.90
124720	27,3.17
124721	305,3.23
124722	484,3.42
124723	174,3.45
124724	78,3.37
124725	134,3.78
124726	759,3.44
124727	116,3.32
124728	123,3.89
124729	91,3.77
12473	181,3.20
124730	325,4.11
124731	45,4.41
124732	844,3.64
124733	108,2.62
124734	36,3.89
124735	52,3.88
124736	123,4.21
124737	26,1.96
124738	42,3.45
124739	36,4.01
12474	26,3.58
124740	96,3.23
124741	164,3.97
124742	257,3.49
124743	174,3.53
124744	155,3.47
124745	253,3.43
124746	54,3.96
124747	118,3.72
124748	85,4.23
124749	339,3.96
12475	20,3.68
124750	29,3.22
124751	30,3.53
124752	77,4.31
124753	175,3.26
124754	24,3.56
124755	35,3.86
124756	70,3.29
124757	56,4.08
124758	89,3.30
124759	204,3.90
12476	30,3.33
124760	38,3.46
124761	39,3.18
124762	251,4.26
124763	170,3.74
124764	505,3.36
124765	29,3.76
124766	184,4.02
124767	36,4.31
124768	92,3.67
124769	58,3.93
12477	211,4.30
124770	70,3.61
124771	56,4.01
124772	88,3.77
124773	120,3.45
124774	26,3.62
124775	456,3.60
124776	139,3.15
124777	103,3.77
124778	71,3.45
124779	59,3.56
12478	166,3.70
124780	22,3.64
124781	206,3.40
124782	540,3.50
124783	26,3.58
124784	71,3.15
124785	116,3.50
124786	45,3.98
124787	69,3.48
124788	200,3.37
124789	100,4.00
12479	103,4.49
124790	79,3.57
124791	209,3.57
124792	32,3.94
124793	27,3.67
124794	46,2.93
124795	602,2.88
124796	32,2.78
124797	29,3.60
124798	67,3.98
124799	173,3.82
1248	55,4.18
12480	167,3.41
124800	59,3.96
124801	82,4.23
124802	487,3.30
124803	49,3.90
124804	55,2.86
124805	30,4.07
124806	117,3.58
124807	550,2.64
124808	186,4.00
124809	40,3.78
12481	109,4.19
124810	62,3.89
124811	157,4.03
124812	138,3.62
124813	21,3.76
124814	20,3.00
124815	21,2.79
124816	42,4.37
124817	24,3.88
124818	179,3.63
124819	93,3.37
12482	20,2.38
124820	54,3.52
124821	94,3.76
124822	777,3.27
124823	79,3.64
124824	45,3.42
124825	89,3.79
124826	67,3.43
124827	432,3.64
124828	381,3.08
124829	322,3.74
12483	53,3.72
124830	32,3.78
124831	2039,3.51
124832	52,3.33
124833	191,3.47
124834	498,3.95
124835	43,3.74
124836	54,3.52
124837	65,3.55
124838	52,3.54
124839	90,3.48
12484	262,3.89
124840	99,3.62
124841	46,4.26
124842	190,4.23
124843	88,3.95
124844	47,3.68
124845	20,2.83
124846	117,3.04
124847	24,2.33
124848	62,3.44
124849	330,3.62
12485	491,3.02
124850	52,2.50
124851	142,3.94
124852	62,3.57
124853	102,3.63
124854	48,3.54
124855	30,3.17
124856	64,3.02
124857	48,3.91
124858	92,4.13
124859	20,3.15
12486	51,4.39
124860	96,4.18
124861	715,3.74
124862	53,3.28
124863	27,3.59
124864	148,3.75
124865	23,2.28
124866	121,3.11
124867	52,3.19
124868	24,4.08
124869	24,3.38
12487	28,4.16
124870	154,3.92
124871	166,3.42
124872	219,3.51
124873	60,3.78
124874	37,3.46
124875	28,3.96
124876	77,3.70
124877	35,3.66
124878	153,3.55
124879	31,3.61
12488	62,3.90
124880	76,3.34
124881	41,3.84
124882	55,3.82
124883	55,3.16
124884	111,4.22
124885	21,3.57
124886	28,4.18
124887	94,3.76
124888	446,3.17
124889	83,3.66
12489	139,3.86
124890	35,4.11
124891	20,3.95
124892	123,3.90
124893	50,3.28
124894	31,4.35
124895	23,3.78
124896	29,3.93
124897	114,3.67
124898	103,4.17
124899	99,3.73
1249	76,3.52
12490	1171,3.55
124900	39,3.64
124901	41,2.89
124902	259,3.17
124903	97,3.57
124904	366,3.90
124905	273,3.65
124906	109,3.82
124907	24,3.21
124908	33,3.58
124909	290,3.65
12491	228,3.23
124910	72,4.28
124911	63,3.54
124912	108,3.70
124913	233,3.48
124914	60,3.47
124915	96,3.77
124916	121,3.41
124917	68,3.93
124918	399,3.58
124919	21,3.90
12492	54,4.15
124920	64,3.22
124921	54,3.80
124922	900,2.97
124923	310,3.56
124924	63,2.84
124925	111,4.21
124926	72,3.50
124927	113,2.96
124928	77,3.71
124929	115,3.71
12493	37,3.51
124930	32,3.94
124931	314,3.48
124932	61,4.22
124933	660,3.49
124934	59,3.85
124935	74,3.49
124936	80,3.78
124937	32,3.13
124938	43,3.52
124939	148,3.70
12494	39,3.41
124940	21,3.17
124941	116,3.89
124942	133,3.80
124943	797,4.15
124944	69,3.54
124945	48,3.94
124946	31,3.48
124947	37,3.92
124948	153,3.08
124949	35,4.17
12495	21,2.69
124950	21,3.33
124951	85,4.06
124952	268,3.47
124953	24,3.58
124954	38,3.32
124955	139,3.88
124956	23,4.04
124957	243,3.03
124958	65,3.12
124959	20,2.68
12496	38,4.47
124960	102,4.33
124961	183,3.42
124962	83,3.98
124963	574,2.93
124964	21,4.43
124965	28,3.07
124966	30,3.28
124967	682,2.67
124968	596,2.87
124969	58,3.79
12497	100,4.19
124970	36,4.08
124971	98,3.24
124972	139,3.28
124973	88,3.77
124974	35,3.54
124975	21,3.40
124976	163,3.40
124977	110,3.97
124978	71,3.79
124979	335,4.10
12498	94,2.91
124980	55,4.27
124981	35,3.11
124982	155,3.76
124983	35,4.17
124984	68,3.92
124985	57,3.28
124986	98,3.50
124987	261,3.69
124988	30,4.05
124989	65,3.15
12499	98,3.80
124990	32,3.86
124991	230,3.84
124992	326,3.42
124993	92,3.80
124994	287,3.17
124995	25,3.96
124996	213,3.19
124997	27,4.15
124998	1265,2.54
124999	35,1.63
125	66,3.56
1250	144,3.67
12500	21,4.43
125000	107,3.98
125001	57,4.54
125002	38,3.05
125003	44,3.89
125004	22,3.14
125005	24,4.46
125006	53,3.42
125007	886,3.22
125008	1384,2.64
125009	47,4.04
12501	68,3.99
125010	1065,2.94
125011	215,4.07
125012	30,4.72
125013	91,2.73
125014	29,3.62
125015	175,3.88
125016	35,3.77
125017	24,3.90
125018	26,4.04
125019	26,2.77
12502	22,3.34
125020	41,3.98
125021	22,3.41
125022	694,3.56
125023	22,2.84
125024	283,3.79
125025	1142,3.45
125026	86,3.76
125027	125,3.32
125028	46,3.85
125029	69,3.48
12503	33,4.09
125030	41,3.46
125031	128,3.66
125032	343,2.69
125033	61,4.06
125034	110,2.94
125035	49,3.40
125036	38,3.45
125037	140,3.81
125038	21,3.05
125039	25,4.28
12504	185,2.92
125040	36,4.03
125041	298,3.97
125042	22,3.39
125043	50,4.06
125044	22,4.16
125045	21,3.71
125046	55,3.85
125047	23,3.74
125048	25,3.64
125049	78,3.72
12505	46,3.67
125050	61,4.00
125051	58,3.78
125052	35,3.99
125053	109,3.88
125054	162,2.89
125055	38,4.30
125056	75,3.91
125057	101,3.50
125058	58,3.66
125059	47,3.64
12506	70,2.94
125060	82,3.80
125061	35,3.49
125062	73,3.62
125063	115,3.63
125064	54,3.61
125065	732,3.77
125066	95,2.24
125067	458,3.26
125068	70,4.29
125069	253,3.54
12507	33,3.88
125070	215,3.37
125071	54,4.06
125072	321,3.38
125073	187,4.29
125074	103,3.21
125075	60,3.83
125076	63,3.60
125077	39,4.19
125078	106,4.09
125079	89,2.00
12508	30,3.53
125080	26,3.92
125081	110,2.86
125082	42,3.95
125083	30,1.83
125084	549,2.74
125085	40,4.08
125086	56,3.23
125087	81,3.80
125088	66,4.24
125089	102,3.65
12509	128,3.79
125090	72,3.64
125091	115,3.91
125092	126,4.19
125093	33,2.85
125094	179,4.11
125095	28,4.07
125096	99,3.34
125097	141,3.73
125098	58,3.03
125099	37,3.68
1251	74,4.25
12510	41,3.22
125100	26,3.73
125101	48,3.65
125102	22,3.86
125103	84,3.02
125104	40,3.98
125105	64,3.30
125106	158,3.47
125107	90,3.73
125108	99,3.91
125109	70,3.28
12511	71,4.08
125110	159,3.88
125111	145,4.19
125112	116,3.79
125113	627,3.25
125114	56,3.46
125115	41,4.05
125116	65,4.08
125117	29,3.69
125118	70,3.29
125119	197,3.61
12512	136,4.03
125120	65,4.29
125121	25,4.40
125122	82,3.01
125123	36,3.94
125124	191,4.20
125125	1064,3.28
125126	45,3.83
125127	58,4.30
125128	25,3.76
125129	164,2.62
12513	42,3.52
125130	485,3.39
125131	74,3.55
125132	29,3.21
125133	60,4.03
125134	123,3.65
125135	36,3.06
125136	126,3.41
125137	654,2.11
125138	30,2.78
125139	33,3.73
12514	211,3.16
125140	59,3.92
125141	96,4.11
125142	143,3.36
125143	222,4.12
125144	83,4.34
